timestamp,vibration,temperature,belt_speed,tension,motor_current,alignment,fault_condition
2026-01-17 09:40:00,2.36,67.81,2.723,100.31,107.12,1.261,Normal
2026-01-07 14:55:00,2.452,49.92,3.27,99.97,110.25,0.695,Normal
2026-01-01 07:00:00,2.283,51.25,2.714,95.72,106.31,0.715,Normal
2026-01-01 18:55:00,2.406,57.08,3.322,96.86,96.8,0.75,Normal
2026-01-02 00:40:00,4.146,55.09,2.954,160.0,108.21,1.764,Overload
2026-01-04 11:25:00,2.617,68.69,2.481,100.23,112.38,1.03,Normal
2026-01-08 10:10:00,4.221,61.54,2.747,115.68,91.77,0.781,Normal
2026-01-03 11:15:00,5.275,67.51,2.44,112.52,115.71,3.671,Misalignment
2026-01-10 17:25:00,3.994,60.51,2.712,58.37,106.92,2.122,Belt Damage
2026-01-09 18:35:00,6.503,63.39,2.392,90.74,139.95,1.988,Joint Failure
2026-01-14 00:40:00,3.396,49.86,2.977,94.67,118.73,0.852,Normal
2026-01-12 12:45:00,4.225,52.24,2.986,98.54,90.73,0.974,Normal
2026-01-12 01:05:00,3.002,53.04,2.925,89.5,105.53,0.845,Normal
2026-01-15 12:35:00,3.667,37.72,2.994,70.39,96.77,1.147,Normal
2026-01-06 14:35:00,5.111,62.07,2.839,113.26,130.02,2.83,Misalignment
2026-01-11 12:00:00,2.599,55.72,2.713,93.24,131.25,0.485,Normal
2026-01-05 21:45:00,3.663,72.97,2.698,73.86,82.99,0.447,Normal
2026-01-03 15:35:00,3.334,48.96,2.782,112.32,125.75,0.687,Overload
2026-01-03 06:35:00,4.22,56.08,3.016,98.05,135.75,0.147,Normal
2026-01-17 15:45:00,3.145,56.13,2.516,126.02,159.06,0.838,Overload
2026-01-14 08:45:00,2.552,68.02,2.899,91.86,112.66,1.464,Normal
2026-01-15 10:05:00,4.921,59.16,3.157,92.05,108.78,0.792,Normal
2026-01-02 15:00:00,2.665,55.64,2.877,108.82,119.4,0.346,Normal
2026-01-01 13:05:00,3.234,62.14,2.809,124.19,124.88,0.523,Overload
2026-01-05 11:55:00,3.745,52.87,2.84,117.19,126.46,0.615,Normal
2026-01-02 17:25:00,3.322,53.99,2.516,74.66,104.4,1.059,Normal
2026-01-17 11:00:00,3.5,61.95,2.468,97.09,134.56,0.539,Overload
2026-01-11 05:00:00,2.597,53.45,2.609,106.86,94.67,0.424,Normal
2026-01-13 00:00:00,3.226,45.39,2.543,89.06,87.8,0.345,Normal
2026-01-02 07:05:00,5.911,49.85,2.651,102.95,128.41,3.077,Misalignment
2026-01-01 06:35:00,1.902,66.1,2.571,96.75,95.24,0.622,Normal
2026-01-06 09:25:00,4.245,56.76,2.93,72.83,107.71,1.629,Belt Damage
2026-01-06 19:05:00,5.279,67.52,2.88,90.61,102.14,1.342,Belt Damage
2026-01-08 09:35:00,3.473,56.22,2.95,98.6,109.13,0.308,Normal
2026-01-16 09:55:00,3.354,64.24,2.738,90.5,118.51,1.077,Normal
2026-01-02 14:45:00,2.645,51.66,2.48,78.2,121.61,0.916,Normal
2026-01-01 20:40:00,6.125,56.71,2.627,121.46,151.72,1.288,Joint Failure
2026-01-04 05:35:00,6.167,74.38,3.112,80.11,112.48,1.27,Belt Damage
2026-01-05 15:15:00,3.224,64.02,2.164,93.24,127.65,2.342,Misalignment
2026-01-16 17:00:00,6.497,55.68,2.856,78.96,142.83,2.326,Belt Damage
2026-01-05 15:30:00,2.678,58.27,2.871,87.39,101.66,0.719,Normal
2026-01-05 21:10:00,4.441,61.32,2.117,83.45,104.99,1.988,Belt Damage
2026-01-04 18:50:00,8.131,59.27,2.781,99.76,137.69,1.635,Joint Failure
2026-01-15 14:45:00,2.687,57.28,2.929,86.46,114.66,0.926,Normal
2026-01-03 13:50:00,3.001,59.55,2.384,95.87,152.68,1.047,Overload
2026-01-09 01:35:00,3.198,65.06,3.042,103.84,96.82,0.526,Normal
2026-01-13 12:05:00,5.417,61.34,2.64,94.92,94.97,2.077,Misalignment
2026-01-08 08:55:00,2.781,52.63,2.863,111.3,106.15,0.843,Normal
2026-01-08 06:30:00,3.693,54.45,2.919,112.14,89.01,1.09,Normal
2026-01-01 20:00:00,8.098,62.81,2.414,133.09,136.01,1.389,Joint Failure
2026-01-09 03:55:00,3.428,69.27,2.574,87.39,119.49,1.278,Belt Damage
2026-01-05 18:10:00,5.263,58.85,2.807,119.43,126.28,0.732,Joint Failure
2026-01-04 16:05:00,2.551,60.51,2.762,77.43,106.71,0.72,Normal
2026-01-17 17:20:00,5.412,69.26,2.495,89.53,102.52,1.989,Belt Damage
2026-01-01 16:35:00,5.995,60.28,2.227,97.71,126.81,1.413,Overload
2026-01-08 22:00:00,2.891,54.23,2.837,88.9,112.28,0.542,Normal
2026-01-17 11:45:00,4.661,67.86,2.201,160.0,143.37,1.533,Overload
2026-01-08 17:00:00,4.456,52.83,2.204,132.46,153.9,0.169,Overload
2026-01-17 13:35:00,2.876,51.54,3.297,95.37,100.9,1.117,Normal
2026-01-10 18:55:00,2.79,60.39,3.165,96.52,91.26,0.585,Normal
2026-01-11 22:30:00,2.307,60.05,2.641,86.68,111.56,1.608,Misalignment
2026-01-15 18:40:00,9.266,72.17,2.324,103.48,123.62,3.604,Joint Failure
2026-01-11 18:55:00,2.145,51.81,2.903,79.58,92.96,1.431,Normal
2026-01-07 20:25:00,2.545,56.02,2.928,85.28,118.62,0.638,Normal
2026-01-05 18:35:00,4.724,58.85,2.491,102.95,121.06,1.783,Belt Damage
2026-01-14 18:40:00,4.617,57.3,2.309,84.49,111.87,4.98,Misalignment
2026-01-15 02:30:00,4.904,63.49,2.78,131.1,176.19,0.421,Overload
2026-01-16 10:25:00,6.477,78.59,2.644,81.33,136.21,2.811,Joint Failure
2026-01-13 08:25:00,3.029,47.77,2.909,100.88,94.56,1.392,Normal
2026-01-04 08:20:00,2.285,57.63,2.928,76.77,84.25,0.248,Normal
2026-01-01 14:55:00,2.976,45.47,2.727,90.76,89.46,0.996,Normal
2026-01-13 20:10:00,6.408,52.37,2.763,104.51,129.78,2.958,Joint Failure
2026-01-14 06:25:00,3.362,55.04,3.173,117.75,95.31,1.54,Normal
2026-01-17 22:30:00,3.371,57.47,2.617,102.66,84.76,0.915,Normal
2026-01-14 12:55:00,4.783,47.39,2.482,72.72,136.39,0.945,Belt Damage
2026-01-16 13:55:00,2.468,54.11,2.755,101.95,108.64,0.944,Normal
2026-01-12 05:50:00,5.637,51.4,2.301,74.53,113.02,3.0,Misalignment
2026-01-11 07:50:00,2.141,60.19,2.665,92.07,102.95,1.555,Normal
2026-01-13 10:20:00,3.262,49.04,2.585,113.75,94.94,0.885,Normal
2026-01-11 00:35:00,2.349,54.13,2.826,94.78,68.05,0.69,Normal
2026-01-09 22:35:00,1.737,59.32,2.824,99.02,87.83,2.311,Misalignment
2026-01-05 22:15:00,6.23,49.3,2.593,89.69,110.29,3.033,Joint Failure
2026-01-14 13:35:00,2.796,47.38,2.428,103.36,108.31,0.308,Normal
2026-01-17 05:25:00,2.266,55.95,2.78,88.12,100.52,0.05,Normal
2026-01-18 00:30:00,3.495,68.37,2.942,89.87,115.38,0.763,Normal
2026-01-07 11:00:00,3.682,67.27,2.537,147.56,147.27,1.005,Overload
2026-01-01 00:40:00,3.543,63.37,2.405,88.36,79.81,2.547,Misalignment
2026-01-11 01:10:00,3.598,54.32,2.93,89.37,132.32,0.509,Normal
2026-01-10 21:15:00,3.501,59.68,2.6,101.19,118.54,0.697,Normal
2026-01-13 17:20:00,2.339,58.25,2.594,84.55,98.73,0.852,Misalignment
2026-01-01 12:00:00,3.672,69.4,3.143,96.96,104.23,0.714,Normal
2026-01-08 07:20:00,3.369,72.59,2.487,124.08,147.93,0.933,Overload
2026-01-11 21:55:00,1.317,65.35,2.957,67.34,113.86,0.405,Normal
2026-01-03 22:05:00,4.555,58.31,2.922,90.9,121.62,2.746,Misalignment
2026-01-04 22:00:00,2.052,51.57,2.401,103.28,115.9,0.401,Normal
2026-01-01 12:35:00,3.224,64.28,2.7,67.47,84.59,1.635,Normal
2026-01-13 11:15:00,2.68,62.67,3.059,124.52,85.37,1.212,Normal
2026-01-04 15:40:00,5.533,66.6,2.917,130.02,122.14,2.12,Joint Failure
2026-01-06 12:30:00,5.573,65.56,2.91,113.44,161.7,1.388,Overload
2026-01-11 10:40:00,3.557,63.83,3.139,102.62,121.86,2.464,Misalignment
2026-01-08 01:05:00,4.968,57.04,2.339,80.39,102.41,5.225,Misalignment
2026-01-12 20:50:00,2.264,64.89,2.555,92.45,104.0,0.622,Normal
2026-01-07 06:35:00,2.361,54.38,2.66,108.85,97.74,0.268,Normal
2026-01-10 08:40:00,4.724,62.66,2.525,115.93,115.21,1.465,Misalignment
2026-01-11 13:15:00,4.018,53.2,2.861,95.71,131.75,0.381,Normal
2026-01-02 15:20:00,2.93,45.26,2.689,82.41,100.78,0.502,Normal
2026-01-12 10:05:00,4.336,59.18,3.13,91.83,109.7,1.031,Normal
2026-01-15 03:30:00,4.677,48.32,2.453,104.52,87.03,4.023,Misalignment
2026-01-13 03:20:00,2.791,66.05,2.528,114.18,101.09,1.872,Belt Damage
2026-01-01 23:15:00,5.9,58.16,2.959,106.89,114.12,1.314,Overload
2026-01-07 01:05:00,4.348,67.55,3.101,135.17,180.0,1.477,Overload
2026-01-17 01:20:00,8.524,72.5,2.644,130.54,129.82,2.089,Joint Failure
2026-01-11 00:30:00,2.891,49.38,3.108,82.46,112.68,0.587,Normal
2026-01-07 17:45:00,1.664,55.57,3.073,88.2,114.06,0.514,Normal
2026-01-01 08:20:00,1.978,58.84,3.123,87.1,102.47,1.377,Normal
2026-01-10 17:40:00,2.048,56.67,3.098,86.58,86.33,1.205,Normal
2026-01-13 09:30:00,3.411,53.84,3.072,92.61,109.99,0.922,Normal
2026-01-13 19:00:00,6.248,54.89,2.887,100.72,114.16,5.156,Misalignment
2026-01-13 17:05:00,2.406,52.8,2.789,95.89,120.2,0.92,Normal
2026-01-02 20:10:00,5.861,50.2,2.23,86.49,116.14,1.826,Belt Damage
2026-01-07 13:10:00,3.175,51.42,3.281,84.36,93.45,0.618,Normal
2026-01-03 08:45:00,3.705,61.92,2.598,106.57,111.35,0.628,Normal
2026-01-14 04:10:00,5.05,49.7,3.196,87.51,103.1,0.478,Normal
2026-01-14 16:40:00,3.866,57.52,2.814,93.77,107.62,1.338,Normal
2026-01-17 04:50:00,1.198,52.23,3.121,92.13,115.22,0.427,Normal
2026-01-08 00:10:00,2.312,33.77,2.446,88.35,98.98,0.308,Normal
2026-01-04 19:20:00,4.049,58.43,2.517,107.92,116.08,0.775,Normal
2026-01-03 21:05:00,2.262,56.95,3.015,87.96,105.67,1.101,Normal
2026-01-10 17:45:00,6.54,39.37,3.019,113.89,122.95,1.818,Joint Failure
2026-01-14 07:05:00,2.697,58.72,2.808,96.66,106.13,0.936,Normal
2026-01-16 05:05:00,4.294,55.46,2.537,107.15,106.56,1.036,Normal
2026-01-14 12:15:00,2.925,65.29,2.492,97.14,136.21,0.521,Normal
2026-01-03 15:40:00,4.062,65.94,2.931,95.95,85.43,1.084,Normal
2026-01-10 14:35:00,2.678,53.75,3.018,85.6,122.93,1.19,Normal
2026-01-16 00:40:00,1.696,50.64,2.749,88.76,100.26,1.009,Normal
2026-01-12 10:35:00,3.309,50.2,2.933,78.16,119.67,0.601,Normal
2026-01-08 14:50:00,3.944,48.96,2.66,95.29,110.1,1.245,Normal
2026-01-09 04:25:00,2.501,51.56,2.977,90.79,99.1,0.784,Normal
2026-01-12 21:25:00,3.16,59.5,3.076,79.01,115.57,2.512,Misalignment
2026-01-14 19:35:00,3.914,58.03,2.807,87.11,120.0,1.309,Normal
2026-01-04 03:55:00,3.051,50.19,2.657,86.64,115.82,0.979,Normal
2026-01-11 22:05:00,1.781,59.69,2.34,83.28,111.18,0.474,Normal
2026-01-04 11:15:00,3.025,68.56,2.828,102.67,114.39,1.287,Normal
2026-01-13 16:25:00,2.439,49.08,2.403,104.88,82.07,1.07,Normal
2026-01-09 14:55:00,3.82,54.74,3.057,100.38,122.22,0.296,Normal
2026-01-15 03:40:00,4.73,53.35,2.796,110.44,97.97,1.283,Normal
2026-01-09 05:30:00,3.541,48.68,2.201,81.22,103.78,3.035,Misalignment
2026-01-17 19:10:00,2.596,71.94,2.741,93.9,103.77,0.754,Normal
2026-01-01 02:45:00,6.948,54.44,2.529,93.34,152.87,0.982,Joint Failure
2026-01-14 03:45:00,6.174,62.88,2.024,112.0,97.77,2.7,Joint Failure
2026-01-04 13:00:00,3.929,63.44,2.61,75.12,117.81,1.083,Overload
2026-01-06 17:15:00,6.004,48.97,2.432,100.96,126.06,1.85,Belt Damage
2026-01-03 13:05:00,2.295,65.49,3.273,108.07,130.13,0.942,Normal
2026-01-16 21:50:00,4.304,58.79,2.788,127.18,144.83,1.393,Overload
2026-01-12 08:50:00,6.634,49.43,2.851,127.88,127.82,1.874,Belt Damage
2026-01-06 15:00:00,2.266,53.85,2.798,99.51,140.24,0.823,Normal
2026-01-11 21:15:00,5.349,62.4,2.99,113.21,108.28,3.408,Misalignment
2026-01-10 08:05:00,3.444,53.22,2.87,86.77,115.7,0.56,Normal
2026-01-10 09:35:00,3.328,62.85,2.849,97.31,124.53,0.536,Normal
2026-01-02 00:45:00,3.047,47.08,2.816,100.33,132.19,0.942,Normal
2026-01-09 02:55:00,3.165,52.78,2.667,103.26,116.11,0.787,Normal
2026-01-03 06:25:00,6.223,59.67,1.978,114.47,152.22,1.206,Overload
2026-01-14 02:30:00,3.929,54.83,3.125,114.57,98.0,4.183,Misalignment
2026-01-05 08:35:00,2.711,62.02,2.779,109.57,103.55,1.174,Normal
2026-01-16 16:40:00,4.115,63.54,2.661,108.81,102.53,0.949,Belt Damage
2026-01-01 19:10:00,4.843,67.2,2.476,113.35,126.68,1.888,Overload
2026-01-12 09:00:00,3.242,62.58,2.631,94.05,132.65,1.837,Belt Damage
2026-01-12 05:10:00,2.879,40.78,2.505,96.74,115.5,0.05,Normal
2026-01-03 09:35:00,3.807,51.11,2.667,100.2,109.96,0.829,Normal
2026-01-10 13:30:00,6.341,54.51,2.681,107.7,92.94,1.889,Belt Damage
2026-01-17 21:15:00,1.753,56.16,2.479,98.61,93.07,0.557,Normal
2026-01-04 08:45:00,4.009,61.86,2.326,73.12,100.08,0.704,Normal
2026-01-03 04:45:00,2.622,47.95,2.846,97.99,99.6,0.313,Normal
2026-01-15 05:00:00,2.612,68.73,3.041,78.86,101.25,1.144,Normal
2026-01-15 03:45:00,3.757,53.35,2.479,80.49,128.15,1.45,Normal
2026-01-05 14:05:00,2.974,52.1,2.569,64.09,74.05,0.892,Normal
2026-01-07 08:35:00,4.232,68.73,2.978,92.96,104.82,3.222,Misalignment
2026-01-08 13:30:00,3.887,64.46,2.826,147.67,138.8,1.946,Overload
2026-01-05 22:05:00,2.967,56.78,2.566,87.28,80.22,0.564,Normal
2026-01-07 04:30:00,2.521,58.71,2.839,84.74,91.17,0.663,Normal
2026-01-17 08:55:00,4.322,63.5,2.923,97.57,108.25,1.648,Normal
2026-01-17 07:45:00,3.09,45.61,2.855,98.33,130.01,1.265,Normal
2026-01-15 07:10:00,2.991,58.2,2.835,93.65,127.65,0.821,Normal
2026-01-06 17:40:00,3.47,55.36,2.845,91.3,121.18,1.247,Normal
2026-01-06 03:35:00,3.369,57.89,2.606,121.84,83.8,0.363,Normal
2026-01-08 21:35:00,3.729,55.76,2.623,99.12,102.81,4.273,Misalignment
2026-01-04 01:05:00,3.976,66.74,2.406,83.91,104.8,3.521,Misalignment
2026-01-13 05:45:00,2.567,57.11,2.574,89.85,86.51,0.692,Normal
2026-01-08 00:00:00,2.606,57.13,3.028,86.0,111.95,1.358,Normal
2026-01-02 11:30:00,2.307,60.82,3.163,114.07,80.08,0.85,Normal
2026-01-03 04:10:00,3.964,69.43,2.638,93.79,79.04,0.587,Normal
2026-01-06 12:25:00,3.571,59.49,3.097,109.34,126.61,1.785,Overload
2026-01-08 17:15:00,2.399,55.56,2.104,79.37,100.42,0.531,Normal
2026-01-08 16:45:00,2.033,68.74,2.628,94.58,106.45,1.348,Normal
2026-01-16 13:35:00,3.717,64.58,2.49,102.34,98.37,3.44,Misalignment
2026-01-06 03:45:00,2.848,50.76,2.796,91.68,95.59,0.963,Normal
2026-01-07 00:55:00,2.932,56.67,2.936,98.93,100.9,0.829,Normal
2026-01-09 14:40:00,4.096,54.01,2.423,105.73,112.1,0.598,Normal
2026-01-09 23:20:00,4.001,63.0,2.369,111.5,103.15,3.539,Misalignment
2026-01-11 01:05:00,4.66,58.23,2.753,83.96,94.86,2.74,Misalignment
2026-01-01 12:25:00,3.873,51.54,2.732,87.31,102.38,0.327,Normal
2026-01-03 08:20:00,3.238,63.52,3.125,94.27,99.48,0.825,Normal
2026-01-05 09:05:00,4.036,64.32,2.549,114.36,143.58,1.028,Overload
2026-01-18 01:45:00,1.796,56.16,2.72,97.26,111.98,0.986,Normal
2026-01-01 01:00:00,4.354,63.98,2.377,92.73,157.55,0.949,Belt Damage
2026-01-07 08:45:00,3.057,64.07,2.427,99.69,174.22,1.608,Overload
2026-01-12 06:40:00,6.552,67.33,2.817,79.47,116.04,1.177,Belt Damage
2026-01-06 04:15:00,2.852,55.26,2.828,73.43,99.86,0.745,Normal
2026-01-10 11:15:00,3.523,43.2,2.753,87.61,139.73,0.712,Normal
2026-01-13 19:10:00,3.224,70.35,2.595,111.83,139.74,2.831,Joint Failure
2026-01-05 22:40:00,7.11,57.49,3.034,121.35,136.85,0.788,Joint Failure
2026-01-16 23:45:00,6.204,66.31,2.803,54.57,90.5,1.234,Belt Damage
2026-01-16 22:55:00,5.864,59.76,2.766,105.63,95.85,2.917,Misalignment
2026-01-03 12:55:00,5.77,51.65,2.376,74.26,113.49,1.044,Belt Damage
2026-01-05 06:35:00,2.136,56.87,2.82,105.87,97.61,0.968,Normal
2026-01-06 16:10:00,7.726,63.8,2.397,129.26,106.63,0.643,Joint Failure
2026-01-14 16:00:00,2.654,61.28,2.387,83.21,123.73,0.488,Normal
2026-01-05 04:50:00,3.563,52.73,2.478,113.17,117.2,0.285,Normal
2026-01-12 08:20:00,6.797,53.04,2.476,105.77,108.71,4.485,Misalignment
2026-01-07 17:10:00,3.885,64.85,2.667,89.88,106.89,4.805,Misalignment
2026-01-02 22:05:00,4.51,49.42,2.177,96.66,124.17,3.979,Misalignment
2026-01-02 16:55:00,3.566,55.19,2.859,98.88,107.04,2.716,Misalignment
2026-01-11 06:50:00,2.814,53.78,2.67,93.23,116.5,1.261,Normal
2026-01-09 02:05:00,3.544,51.44,2.851,90.82,122.93,0.324,Normal
2026-01-08 14:55:00,2.627,47.02,2.755,79.99,107.36,0.79,Normal
2026-01-11 15:20:00,6.329,64.39,2.842,87.51,119.21,1.119,Misalignment
2026-01-03 06:45:00,3.921,52.4,2.912,100.94,87.22,0.493,Normal
2026-01-09 05:50:00,6.041,69.02,2.797,106.1,128.62,2.076,Misalignment
2026-01-08 17:25:00,2.911,61.88,2.615,109.7,91.86,0.771,Normal
2026-01-15 19:20:00,2.862,80.98,2.562,105.57,111.16,3.401,Misalignment
2026-01-05 01:30:00,3.614,52.25,2.591,79.28,116.65,4.801,Misalignment
2026-01-01 11:00:00,2.549,68.76,3.366,78.72,96.62,0.403,Normal
2026-01-02 15:15:00,4.355,51.15,2.448,119.26,89.87,1.636,Joint Failure
2026-01-12 04:45:00,7.182,57.99,2.406,118.72,115.23,0.428,Belt Damage
2026-01-05 21:05:00,1.437,65.26,3.031,85.24,106.12,1.713,Normal
2026-01-10 23:40:00,3.054,56.14,2.32,94.14,95.95,0.787,Normal
2026-01-16 15:20:00,3.378,59.26,3.028,86.1,105.25,1.117,Normal
2026-01-17 07:00:00,1.939,38.19,2.5,99.08,115.64,0.774,Normal
2026-01-10 19:30:00,3.816,65.42,2.293,112.02,129.52,1.646,Overload
2026-01-01 23:55:00,2.821,54.15,2.953,86.37,86.3,1.088,Normal
2026-01-07 11:45:00,3.497,59.16,3.134,97.53,131.82,1.002,Overload
2026-01-11 19:30:00,2.559,44.13,2.997,86.61,88.13,0.942,Normal
2026-01-13 14:05:00,2.108,52.69,2.685,128.18,116.09,0.38,Normal
2026-01-09 00:40:00,2.853,53.63,2.563,77.7,98.09,0.375,Normal
2026-01-18 02:15:00,6.846,75.27,2.702,102.41,119.81,1.283,Belt Damage
2026-01-06 14:50:00,2.444,60.57,1.954,122.1,102.81,3.482,Misalignment
2026-01-04 10:50:00,2.946,56.89,2.852,76.46,123.55,0.917,Normal
2026-01-07 06:15:00,3.289,54.56,3.034,79.94,111.56,0.908,Normal
2026-01-10 04:10:00,5.281,61.78,2.301,130.33,156.9,0.97,Overload
2026-01-17 16:10:00,7.026,58.34,3.262,84.89,117.77,1.77,Belt Damage
2026-01-13 06:35:00,3.173,52.3,2.75,75.92,91.64,0.344,Normal
2026-01-17 18:35:00,4.66,66.21,2.245,125.33,151.69,0.629,Overload
2026-01-14 13:55:00,3.254,50.96,2.599,96.43,99.08,0.351,Normal
2026-01-08 07:35:00,5.666,75.87,2.191,77.34,142.18,1.205,Belt Damage
2026-01-11 13:40:00,2.872,62.83,2.91,130.61,126.45,1.171,Overload
2026-01-02 10:40:00,3.548,52.79,2.638,87.49,89.5,1.097,Normal
2026-01-04 09:25:00,4.25,57.16,2.547,77.42,109.39,0.667,Normal
2026-01-09 09:25:00,1.891,57.13,3.052,82.58,116.53,1.134,Normal
2026-01-02 18:05:00,3.039,50.94,2.582,82.75,102.31,0.561,Normal
2026-01-15 10:00:00,3.911,78.53,2.439,72.74,165.11,1.539,Overload
2026-01-15 18:35:00,4.931,63.48,2.769,85.68,134.39,3.981,Misalignment
2026-01-14 16:25:00,5.472,64.08,2.643,86.86,101.59,0.611,Belt Damage
2026-01-02 10:30:00,4.23,62.28,2.693,105.12,106.31,3.209,Misalignment
2026-01-15 09:40:00,3.772,55.75,2.693,101.52,166.19,1.991,Overload
